2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,54,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H08,Total expenditure,Financial performance,"7,158","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H09,Interest and donations,Financial performance,70,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H10,Indirect taxes,Financial performance,24,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H11,Depreciation,Financial performance,405,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,663","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H13,Redundancy and severance,Financial performance,5,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"4,898","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H20,Non-operating expenses,Financial performance,97,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H21,Opening stocks,Financial performance,67,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H22,Closing stocks,Financial performance,56,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H23,Surplus before income tax,Financial performance,590,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H24,Total assets,Financial position,"8,464","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H25,Current assets,Financial position,"3,205","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H26,Fixed tangible assets,Financial position,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H27,Additions to fixed assets,Financial position,"1,172","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H28,Disposals of fixed assets,Financial position,453,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H29,Other assets,Financial position,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H30,Total equity and liabilities,Financial position,"8,464","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,097","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H32,Current liabilities,Financial position,"3,424","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H33,Other liabilities,Financial position,"1,942","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars,H34,Total income per employee count,Financial ratios,"416,900","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars,H35,Surplus per employee count,Financial ratios,"31,700","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H36,Current ratio,Financial ratios,94,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H37,Quick ratio,Financial ratios,92,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H39,Return on equity,Financial ratios,19,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H40,Return on total assets,Financial ratios,7,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H41,Liabilities structure,Financial ratios,37,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2015,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H01,Total income,Financial performance,"7,679","ANZSIC06 groups I510, I521, I522, I529, and I530"
2015,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H04,Sales of goods and services,Financial performance,"7,040","ANZSIC06 groups I510, I521, I522, I529, and I530"
2015,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,"ANZSIC06 groups I510, I521, I522, I529, and I530"
