2015,Level 4,KK121,Life Insurance,Percentage,H41,Liabilities structure,Financial ratios,27,ANZSIC06 group K631
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H01,Total income,Financial performance,"6,266",ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,"5,637",ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,342,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H07,Non-operating income,Financial performance,287,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H08,Total expenditure,Financial performance,"6,747",ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H11,Depreciation,Financial performance,54,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,707,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,9,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,206,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,727",ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,38,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,-481,ANZSIC06 group K632
2015,Level 4,KK122,Health and General Insurance,Dollars (millions),H24,Total assets,Financial position,"18,626",ANZSIC06 group K632
