2017,Level 4,PP111,Preschool Education,Dollars (millions),H32,Current liabilities,Financial position,547,ANZSIC06 group P801
2017,Level 4,PP111,Preschool Education,Dollars (millions),H33,Other liabilities,Financial position,141,ANZSIC06 group P801
2017,Level 4,PP111,Preschool Education,Percentage,H36,Current ratio,Financial ratios,70,ANZSIC06 group P801
2017,Level 4,PP111,Preschool Education,Percentage,H37,Quick ratio,Financial ratios,68,ANZSIC06 group P801
2017,Level 4,PP111,Preschool Education,Percentage,H39,Return on equity,Financial ratios,27,ANZSIC06 group P801
2017,Level 4,PP111,Preschool Education,Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 group P801
2017,Level 4,PP111,Preschool Education,Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 group P801
2017,Level 4,PP112,School Education,Dollars (millions),H01,Total income,Financial performance,735,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,621,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H08,Total expenditure,Financial performance,622,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H09,Interest and donations,Financial performance,7,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H10,Indirect taxes,Financial performance,1,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H11,Depreciation,Financial performance,43,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H12,Salaries and wages paid,Financial performance,349,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,221,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H20,Non-operating expenses,Financial performance,1,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H21,Opening stocks,Financial performance,1,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H22,Closing stocks,Financial performance,1,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H23,Surplus before income tax,Financial performance,113,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H24,Total assets,Financial position,"2,337",ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H25,Current assets,Financial position,C,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,439",ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H27,Additions to fixed assets,Financial position,92,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H28,Disposals of fixed assets,Financial position,1,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H29,Other assets,Financial position,C,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,337",ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"1,991",ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H32,Current liabilities,Financial position,218,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Dollars (millions),H33,Other liabilities,Financial position,128,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Percentage,H36,Current ratio,Financial ratios,C,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Percentage,H37,Quick ratio,Financial ratios,C,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group P802
2017,Level 4,PP112,School Education,Percentage,H41,Liabilities structure,Financial ratios,85,ANZSIC06 group P802
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H01,Total income,Financial performance,838,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,39,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,796,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H07,Non-operating income,Financial performance,3,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H08,Total expenditure,Financial performance,772,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H09,Interest and donations,Financial performance,4,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H10,Indirect taxes,Financial performance,3,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H11,Depreciation,Financial performance,20,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H12,Salaries and wages paid,Financial performance,366,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,369,ANZSIC06 group P810
2017,Level 4,PP113,Tertiary Education,Dollars (millions),H20,Non-operating expenses,Financial performance,9,ANZSIC06 group P810
